tweet_text,reaction_text,tweet_type,reaction_num
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,What are you referring to? I already addressed the point of the Iraq/Gaza protests which Muslims took part in.,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,not here in USA! Our president says ISIL is not Islamic! It is in their name for the Love of God!,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,"If i set up Christian State, it won't, by default, make my actions consistent with Christian beliefs.",non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,"Condemnation easy, insufficient. Explanation? Prevention?",non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,But the leaders of the muslim community are obvious by their absence....... as usual....,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,That's not the point. Re-read my comment.,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,"YES , BECAUSE ISLAMISTS ONLY DO WHAT NORMAL MUSLIMS TELL THEM TO DO, RIGHT?...",non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,sadly tom the majority don't seem to be rushing to condemn,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,Are you expecting a joint press release from 1.6bn people?,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,Twat!,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,Right in there with a right hook. Lmao.,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,you toss em up and I'll just brainlessly splat them!,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,"Typical. No coherent response. I doubt you did understand it, with literacy like that.",non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,Fuck off with your stupid shit. Thanks. Bye.,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,There's nothing to respond to. You didn't understand my comment then proceeded to talk shit. GTFO.,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,Can you VOTEFORNESHA by clicking this link? She's in a Scholarship Contest.THANK YOU &amp; GOD BLESS!,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,"No, you referred to the name of IS. You didn't respond to my Christian State point, in reply. Yours was a weak, bullshit point.",non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,It does have a place. It's reserved for  stupid cunts.,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,"I'm not! If you're going to judge me by a picture that's nowhere near inappropriate, then your vote is not needed!Goodbye ma'am!☺️🙏",non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,No. How is it okay to mock someones religion in the name of freedom of speech?!Its not acceptable for any religion,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,"No, it is acceptable to mock all religions. In the West, no one is forced to practice any religion.",non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,Your second point doesn't relate to you openly suggesting how it is 'acceptable' to mock all religions,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,"Is you want to talk about the West, we're unable to mock ppls skin colour openly as its classed offensive",non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,So we can't cause offence to ones skin but can on their personal beliefs in the name of free speech.  Hell no,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,"Unlike religion, you are somewhat forced to practice your own skin colour . . .",non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,Analogy is still the same. You wouldn't dare to go up to a dark skinned person and call him..,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,black n****r so and so and proclaim its your right of speech,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,But can mock their personal belief via different means,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,"It's perfectly acceptable to mock voluntarily accepted extremist ideology. Essential, actually.",non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,Mocking the colour of someone's skin is an affront to arbitrary genetic differences.,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,You'v jus created tht ideology and directing it 2 Islam as whole forgetting th point in discusion,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,"Mockery of any ones religion is NOT acceprable. Be it Islam, Christianity etc etc",non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,Its still a form of freedom of speech. Freedom of speech as a whole shouldn't be subjected then,non-rumours,48
Not in our name – Muslims respond in revulsion to #CharlieHebdo shooting.  http://t.co/KFfhprXNFb,Concessions shouldn't be made if the world wants to adopt a wider sense of open and free speech,non-rumours,48
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"Except none of the cartoons have actually been censored. Stay pressed, Julian.",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,WHY pour OIL on Troubled Waters?  Common-Sense is NOT Censorship.  CHARLIEHEBDO,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"it said ""republish""",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Which furthers my point. The cartoons are very much accessible. Even now.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,You believe that's what this is about? Buh bye THEDAYIUNFOLLOWEDWIKILEAKS,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,don’t feel bad I think they have bece irrelevant,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"""Censor the cartoons"" says 'free to say so' bwah.",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Who the fuck cares what Julian Assange has to say about this or anything anymore?,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"to be fair, wikileaks do have a point, otherwise you let the terrorists win.",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Others are saying and doing just that. We don’t need to hear it from or from someone hiding in the Ecuadorean embassy.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Maybe I misjudged Julian.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,haha I'm gonna take a wild guess and say you don't like Julian Assange for some reason :P,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Great idea. You can start. When will WIKILEAKS publish the cartoons?,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Why would I dislike a self-aggrandising anti-democratic ego maniac with a messiah complex accused of molesting women?,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"oh he's a dick, I can't say I'm against WikiLeaks however (which is bigger than Assange) or whistleblowing.",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,if is bigger than Assange why are they still acting as his mouthpiece? Why is there no new leadership?,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"first of all there's no need to be so agressive towards me :P secondly I don't know, I'm not a member :P",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,but the purpose of whistleblowing/transparency I support :P,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Sorry I didn’t intend to be aggressive towards you personally.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,So do I. But not the absolutism of transparency which Assange preaches.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Most people agree there needs to be some level of secrecy around diplomacy for example. It often avoids conflict.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"he is not hiding, he is saving his life...",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Oh please. Easier for US to deport him from UK than from SE.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"They can't whilst he's in that Embassy though, well they could but it'd cause a crisis.",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,But they could of without even trying to get him to Sweden.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Hold on WheelieBin .. EVERY Freedom has a Price = my PRICE is reading YOUR Drivel .... until I turn you off!  :o),non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Me too.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,I am sure that the cartoons are copyrighted fool. Telling WL to publish them wd be asking them to commit a crimnal offence.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"ROFL, you think ASSNGE is worried about ""copyright"" after publishing quater million cables ? WIKILEAKS",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Any excuse to back away from his own exaltation.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Are you for real ? ASSANGE makes a living out of publishing stolen information. You are one nutcase. WIKILEAKS,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"Yes I am for real and yes a self declared holier then holy ""truthteller"" such as Sandra sdn`t ask ..",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,ANY1 to committ a crimnal offence.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,But the dumba.ss is u since ur obviously not aware that the Guardian and others made millions with ...,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,publishing and using yes the SAME STOLEN info.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,You admit ASSANGE publishes stolen info and bitches like a clown when WIKIEAKS is asked to retweet cartoon? ROFL,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,LOL what did I tell u about u critisizing WHATEVER JA does NO MATTER$ what? U critisize him when he tweets about his ...,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,legal case+u critisize him when he addresses other matters... Whatever he does in YOUR mind its ALWAYS wrong. Go figure.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,I wrote that the Guardian and others profitted from publishing stolen info. Can`t u read? Obviously not.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,+sorry to disappoint u but I am not qualified as a clown LOL.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,U and Sandra said that WL sd PUBLISH ALL cartonns. Can`t u not even remember ur own tweets?,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,No1 talked about REtweeting fool.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Since when has copyright prevented ASSANGE from publishing such information? Same is said for stolen information,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"If anyone ever required confirmation of your hypocrisy, then they need look no further than this tweet. ASSANGE",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Is it really too much to ask from u to actually READ tweets first BEFORE u reply hm? Obviously.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,I said that I find it strange that the self declared holier then holy asks sb to commit a crimnal offence.Clear?,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,Even u sd be able to grasp that old man.,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,BTW when it comes to publishing stolen info then the MSM walk Hand in Hand with WL since they ..,non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,",,,LITERALLY were their media partners....in publishing stolen info. Clear?",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,"if UK captures him they will send Julian to USA, ¡may be directly to Guantánamo! fucking gringos.",non-rumours,51
Assange: The world must now avenge Charlie Hebdo by swiftly republishing all their cartoons. Censorship attacks are a losing move.,U obv.or else u wdn`t have bothered to comment. Yawn.,non-rumours,51
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,you've mispelled islam there,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"We know, Peter. But what do you think about that?",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"We’ve known that for years, Peter, surely.",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,and its only now that you are realizing this ??,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,not islamism Peter - Islam - your choice of words highlights part of the cause,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"used to think u were a twat...then watched u standing up for rights across the spectrum of life and u have changed me, thanks",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"You are a patron of Tell Mama, islamophobia propagandists. Fiyaz Mughal's attacks of secularism and free speech don't help.",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,welcome to the real world Tatchell!,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,But question is how long this inhuman act will go on and we all will be tolerating.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"I used to understand your passion for free speech, Peter. Tell Mama and Fiyaz Mughal cause division.",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,you can challenge and debate but you can't be grossly offensive like the paper,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,&amp; they HATE gays too!!!,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,At least 12 killed in shooting at office of French satirical:  PARIS Charlie Hebdo,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,TONGUEINCHEEK do they?,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"Yes Phil, the real deal muslims do!!! Gay muslims go against what islam says &amp; teaches!!!",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"I know Tony,hence the TONGUEINCHEEK ;-)",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"what do you mean ""now""? It was and is ever thus",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Good for you :),non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Is that why you say Islamism rather than simply Islam? Fear of murder?,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Please email me examples with links. Peter.org Thanks,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"Thank you. I do my bit, as do many others. Best wishes",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,The two are different. Islam is a religion. Islamism is a political ideology that wants a religious dictatorship,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,They are different. Islam is a religion. Islamism is a political ideology that wants a religious dictatorship,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,I've been campaigning against Islamism for 20 years. I never saw my critics challenge Qaradawi etc,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"I've been campaigning against Islamism for two decades. I oppose it, while also defending Muslims against victimisation",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,The two are different. Islam is a religion. Islamism is a political ideology that wants a religious dictatorship,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,they shouted allah akbar and the prophet has been avenged - seems you are playing smoke and mirrors,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"1,000 cars torched - police man attacked - strangled - Jews fleeing France in record numbers - car jihad - Toulouse",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"Islam is a proselytising religion. Whilst moderate Muslims are all well and good, we can still slowly become...",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,a Muslim country without any terrorism. Just through sheer numbers and political influence. I don't want that.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"no, Peter.  What you wrote is true of critics of islam in general",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,agreed G - but until they get the numbers - terror will do the job - middle east is good example,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"no Christians in Mosul for first time in 2,000 yrs - Jewish and Chrisitan populations delclining throughout region",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,including Turkey and N Africa -,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,It's when they're given special status that ordinary ppl are pissed off. Ie. Burn Koran = Jail. Burn Bible = Not.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Kill cartoonists - islamism - blame Islam - islamaphobic,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Didn't you also campaign for P.I.E?...,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Peter - you have a voice that is listened to - if you choose words because you are concerned about offending etc &gt;,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,and not because you believe them or because they they will help us find the truth - then terror has won&gt;,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Only you will know - but I suspect your liberalism trumps your honesty,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"Terror is winning, and will win, in my view.",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,I agree that it is winning - appeasement is an example - but there are signs such as EDL PEDIGA etc,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"and if our politicians, media, and others speak with truth and honesty then....&gt;",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,the truth is not islamaphobic - and the journey to it should be encouraged,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"Groups like that will be made illegal by Governments within the next 5-10 years, the larger they get.",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,possible - their attempts to slander and vilify have proven inadequate -,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,You sound like you support the murderers actions.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Why not? Do cartoons offend you?,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"What right do you have to dictate what is ""grossly offensive""? I find murder to be the key issue here.",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"You can choose to engage or not, but they can be as offensive as they damn well want.",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,That vile cartoon was grossly offensive.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"How can a cartoon ""offend"" an adult?",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,NoThey can't!,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Why do you hate freedom of speech?,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Yes.They can. Its easy! FUCKISLAM,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Hoping every newspaper in the world publishes 1 of those cartoons on their front page tomorrow.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,I'll dumb it down for you: You insult someone's faith with a vile cartoon &amp; print nationwide. Does it look pretty or ugly?,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Say WHO?,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,says who? being offended is a choice not a right. fuck the prophet. oeps I did it again...,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Well Tit-for-tat. Haters gonna get hate. Oh and Fuck You! :),non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"I am flattered by your offer, but you aren't my type. Sorry mate.",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,So you never replied: Do you support the murderers actions? Its a yes or no question.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,calling for murder on homo's &amp; lesbo's is offensive but i am not gonna shoot you for it,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,That's a fine comparison. Cartoons &lt;=&gt; murder. Some blokes will never dig it.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Satire is not hatred. Learn the difference!,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,It was offensive! In fact the controversial paper has been prosecuted for racism &amp; incitement of hatred. Stop sympathising.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"Still waiting for your reply. You support the murderers action, yes or no?",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"If indeed it is found guilty of racism, then it will receive a fitting punishment. That does not excuse cold-blooded murder!",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"It doesn't matter what it looks like, it doesn't justify murder. Or should I ""dumb it down for you"". Murder apologist prick.",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"Peter, I don't trust Tell Mama. That is partly why I provided a link. Everyone else can read it. You don't need to reply.",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,You will have heard much of this before. The link has all of the details you require.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Much of that is old. has changed considerably in the last year.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Not in my view. Tell Mama still pushes Islamophobia propaganda on Twitter. Mughal's views haven't changed on secularism.,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,This is from 2 January 2015. Fiyaz Mughal on censorship on social media. His views haven't changed,non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"Tell me how Tell Mama it has changed, Peter? I've read their Twitter feed for some time. Did you want it to change?",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,"Take a look at their recent statements on their website. Of course, I encourage and support such change",non-rumours,126
The #CharlieHebdo assassinations suggest that anyone who has offended or challenged #Islamism is now at potential risk of being murdered,Tell Mama website is part of the problem. The feedback page still features former indulged 'pal' Mo Ansar. No change there.,non-rumours,126
